x.number,func1.number,func2.number,func3.number
5266,59,623,216
5267,982,594,572
5268,476,113,697
5269,585,869,31
5270,241,797,564
5271,862,68,470
5272,543,866,36
5273,516,162,864
5274,635,444,844
5275,21,14,858
5276,586,444,429
5277,8,803,504
5278,466,628,424
5279,65,138,25
5280,528,52,195
5281,342,450,158
5282,748,182,178
5283,844,13,139
5284,390,946,450
5285,615,549,368
5286,527,982,494
5287,304,402,334
5288,868,379,243
5289,561,760,852
5290,307,406,382
5291,984,117,108
5292,79,386,101
5293,923,845,247
5294,12,113,788
5295,74,611,509
5296,400,259,276
5297,717,726,561
5298,669,69,977
5299,290,446,142
5300,419,937,411
5301,591,113,278
5302,116,917,865
5303,322,80,278
5304,489,958,857
5305,568,128,859
5306,619,711,53
5307,978,508,415
5308,838,585,930
5309,392,600,20
5310,653,223,626
5311,81,577,3
5312,644,196,479
5313,687,173,592
5314,830,885,321
5315,967,456,490
5316,92,709,595
5317,676,258,24
5318,335,819,211
5319,470,41,384
5320,762,475,350
5321,128,741,261
5322,693,875,338
5323,917,489,450
5324,925,144,861
5325,733,948,690
5326,75,942,133
5327,691,848,157
5328,494,242,707
5329,967,351,580
5330,878,844,561
5331,557,81,535
5332,249,553,420
5333,433,297,27
5334,479,702,498
5335,745,905,299
5336,374,185,345
5337,471,680,297
5338,943,868,411
5339,437,863,827
5340,343,986,875
5341,205,736,745
5342,527,859,939
5343,255,289,315
5344,368,573,841
5345,873,770,273
5346,535,704,864
5347,378,184,256
5348,335,317,793
5349,230,389,592
5350,625,589,270
5351,332,596,344
5352,650,907,28
5353,173,361,975
5354,653,683,149
5355,338,340,816
5356,348,988,703
5357,286,65,52
5358,649,850,694
5359,637,837,901
5360,217,474,937
5361,600,420,520
5362,388,252,840
5363,318,26,302
5364,441,899,977
5365,54,734,536
5366,323,85,398
5367,376,382,871
5368,365,537,448
5369,491,458,48
5370,495,511,362
5371,285,648,38
5372,180,620,45
5373,45,890,320
5374,369,627,914
5375,226,415,113
5376,630,240,505
5377,800,832,908
5378,260,276,970
5379,7,260,830
5380,898,261,24
5381,442,347,721
5382,373,508,912
5383,761,981,685
5384,50,978,442
5385,301,827,647
5386,463,433,627
5387,144,221,349
5388,933,244,762
5389,13,833,431
5390,734,509,146
5391,203,33,509
5392,209,677,91
5393,961,703,469
5394,854,112,517
5395,547,893,849
5396,837,954,546
5397,926,826,950
5398,5,208,516
5399,678,472,733
5400,621,799,385
5401,425,189,17
5402,485,77,836
5403,121,591,673
5404,709,202,609
5405,755,323,825
5406,221,645,609
5407,527,723,197
5408,869,150,719
5409,96,418,211
5410,137,451,851
5411,749,524,209
5412,139,741,357
5413,185,86,830
5414,957,227,476
5415,158,815,647
5416,758,374,715
5417,354,457,285
5418,81,800,428
5419,145,925,301
5420,258,719,432
5421,417,346,19
5422,921,304,174
5423,598,830,325
5424,906,377,683
5425,173,477,862
5426,350,501,636
5427,627,22,434
5428,613,790,932
5429,519,290,1000
5430,632,576,784
5431,196,226,553
5432,672,592,8
5433,400,226,712
5434,326,973,505
5435,539,716,998
5436,129,906,604
5437,113,567,340
5438,297,590,560
5439,989,314,355
5440,91,945,33
5441,942,245,527
5442,114,868,639
5443,862,527,219
5444,762,120,447
5445,956,596,437
5446,659,613,453
5447,139,462,184
5448,104,286,281
5449,459,481,163
5450,688,589,121
5451,521,353,593
5452,162,244,329
5453,473,707,831
5454,199,973,897
5455,890,549,637
5456,166,280,443
5457,761,937,62
5458,568,282,74
5459,749,29,378
5460,473,991,70
5461,643,26,372
5462,776,960,211
5463,563,308,314
5464,781,200,336
5465,571,809,839
5466,264,606,992
5467,155,671,454
5468,1,601,720
5469,639,332,634
5470,329,737,504
5471,54,361,585
5472,632,626,767
5473,172,487,470
5474,644,499,681
5475,454,375,346
5476,957,394,385
5477,64,332,825
5478,126,290,410
5479,400,870,367
5480,36,615,621
5481,371,109,82
5482,766,671,475
5483,82,129,268
5484,883,33,526
5485,784,755,847
5486,469,196,446
5487,152,329,843
5488,899,508,197
5489,921,96,538
5490,280,524,642
5491,983,265,291
5492,480,193,112
5493,446,914,868
5494,772,298,730
5495,791,853,386
5496,693,584,292
5497,527,354,54
5498,926,237,477
5499,632,473,161
5500,951,997,771
5501,802,691,964
5502,66,997,325
5503,779,155,990
5504,128,577,504
5505,350,758,650
5506,644,352,770
5507,861,569,650
5508,317,406,394
5509,846,271,224
5510,527,213,242
5511,502,602,519
5512,825,150,380
5513,545,7,424
5514,242,228,830
5515,519,190,785
5516,378,568,418
5517,703,472,938
5518,450,892,987
5519,164,619,446
5520,431,936,495
5521,126,425,156
5522,833,710,875
5523,165,473,508
5524,475,595,982
5525,213,486,843
5526,818,824,796
5527,34,715,554
5528,684,554,160
5529,983,67,536
5530,331,929,104
5531,294,744,394
5532,603,766,127
5533,63,436,555
5534,330,742,463
5535,232,364,780
5536,231,21,63
5537,311,819,789
5538,941,480,807
5539,201,429,682
5540,963,604,355
5541,299,374,465
5542,19,372,552
5543,836,344,442
5544,649,805,79
5545,977,773,475
5546,234,823,424
5547,667,371,467
5548,236,785,418
5549,216,674,640
5550,601,29,18
5551,823,654,58
5552,269,935,555
5553,654,188,106
5554,348,433,111
5555,866,909,934
5556,198,874,621
5557,872,925,914
5558,856,446,548
5559,90,295,620
5560,985,693,278
5561,615,480,706
5562,153,761,359
5563,843,8,237
5564,268,665,937
5565,884,154,28
5566,187,333,411
5567,42,347,640
5568,427,998,52
5569,681,155,35
5570,527,96,209
5571,742,674,494
5572,146,970,249
5573,337,235,917
5574,418,284,444
5575,875,692,519
5576,640,136,798
5577,146,41,133
5578,848,735,479
5579,966,849,271
5580,407,57,821
5581,598,943,705
5582,493,210,365
5583,22,710,806
5584,754,486,442
5585,189,997,822
5586,918,569,626
5587,492,238,12
5588,311,755,980
5589,145,582,37
5590,957,844,28
5591,152,253,335
5592,751,87,873
5593,997,882,502
5594,766,382,601
5595,526,535,706
5596,34,782,592
5597,800,762,898
5598,13,145,996
5599,936,111,740
5600,618,85,635
5601,952,32,313
5602,488,979,841
5603,296,317,650
5604,328,712,360
5605,971,117,108
5606,785,808,728
5607,899,573,791
5608,61,471,985
5609,428,323,257
5610,336,748,949
5611,433,10,531
5612,199,199,120
5613,469,980,328
5614,437,782,157
5615,241,53,49
5616,396,849,123
5617,440,790,442
5618,398,560,815
5619,959,603,242
5620,178,113,726
5621,544,711,581
5622,955,454,451
5623,453,640,967
5624,930,219,535
5625,606,681,78
5626,295,788,812
5627,41,431,407
5628,294,862,530
5629,988,238,51
5630,789,571,273
5631,305,197,271
5632,89,671,368
5633,25,707,526
5634,972,413,33
5635,882,694,108
5636,582,967,219
5637,417,894,701
5638,70,774,841
5639,918,384,764
5640,163,997,639
5641,439,899,947
5642,748,514,990
5643,336,779,324
5644,800,951,295
5645,295,446,332
5646,107,302,419
5647,546,426,270
5648,241,902,851
5649,764,310,331
5650,707,597,280
5651,490,519,179
5652,236,191,73
5653,808,400,704
5654,434,959,478
5655,921,260,323
5656,209,70,752
5657,582,236,136
5658,13,470,275
5659,676,865,843
5660,964,834,958
5661,826,796,680
5662,457,299,243
5663,701,883,884
5664,549,816,301
5665,122,52,364
5666,570,25,69
5667,443,389,433
5668,289,801,773
5669,658,775,170
5670,532,517,961
5671,392,702,847
5672,801,934,457
5673,784,215,468
5674,716,322,141
5675,741,132,42
5676,812,303,498
5677,249,655,780
5678,434,232,266
5679,275,602,126
5680,562,752,755
5681,293,464,897
5682,678,967,545
5683,892,268,646
5684,737,41,257
5685,892,757,605
5686,162,818,262
5687,881,162,702
5688,664,826,381
5689,929,287,23
5690,665,835,2
5691,205,822,486
5692,350,968,916
5693,233,16,866
5694,535,839,280
5695,174,230,520
5696,793,755,619
5697,696,741,898
5698,916,258,769
5699,486,644,562
5700,803,135,706
5701,921,543,812
5702,676,302,932
5703,239,684,721
5704,378,907,961
5705,460,973,431
5706,884,117,66
5707,120,452,461
5708,710,143,745
5709,101,712,936
5710,610,928,252
5711,202,981,326
5712,95,285,50
5713,886,60,626
5714,318,237,961
5715,480,609,129
5716,201,478,644
5717,473,492,452
5718,204,929,863
5719,31,787,475
5720,195,893,513
5721,22,454,466
5722,319,311,326
5723,794,941,407
5724,652,14,988
5725,463,467,827
5726,424,276,700
5727,382,824,309
5728,219,63,587
5729,921,458,203
5730,461,920,298
5731,749,424,321
5732,875,567,513
5733,575,526,796
5734,808,380,959
5735,560,503,440
5736,920,563,2
5737,923,406,802
5738,853,648,978
5739,778,796,373
5740,99,66,998
5741,569,167,866
5742,866,317,11
5743,855,365,29
5744,130,568,547
5745,414,678,459
5746,485,972,860
5747,137,769,792
5748,661,24,191
5749,66,985,672
5750,533,159,663
5751,20,502,761
5752,276,632,130
5753,352,362,846
5754,806,943,330
5755,43,287,303
5756,930,566,457
5757,871,148,755
5758,744,885,398
5759,391,310,255
5760,357,788,512
5761,933,885,709
5762,199,434,854
5763,807,556,118
5764,976,660,341
5765,288,660,877
5766,222,580,305
5767,230,239,936
5768,906,502,936
5769,909,127,773
5770,379,84,168
5771,331,875,62
5772,831,691,78
5773,141,677,661
5774,784,809,832
5775,858,347,119
5776,702,601,722
5777,555,320,258
5778,815,374,598
5779,322,917,826
5780,585,870,749
5781,147,213,22
5782,665,124,260
5783,577,382,490
5784,254,290,126
5785,611,902,800
5786,841,731,79
5787,276,710,86
5788,354,439,970
5789,786,152,297
5790,311,823,154
5791,748,490,280
5792,559,787,826
5793,841,545,294
5794,202,297,450
5795,51,346,731
5796,625,423,734
5797,455,373,616
5798,787,778,271
5799,984,965,88
5800,190,120,743
5801,957,752,971
5802,342,23,954
5803,729,861,741
5804,463,466,443
5805,588,695,882
5806,134,698,869
5807,630,325,592
5808,377,815,876
5809,115,455,897
5810,618,998,200
5811,512,145,924
5812,562,551,253
5813,221,349,601
5814,470,30,72
5815,112,880,764
5816,128,296,459
5817,896,289,998
5818,993,114,179
5819,356,307,856
5820,274,7,434
5821,12,332,105
5822,473,22,109
5823,976,177,635
5824,452,666,888
5825,613,743,1
5826,849,593,416
5827,636,598,98
5828,523,333,968
5829,100,115,304
5830,83,557,950
5831,764,799,768
5832,389,206,807
5833,954,706,44
5834,993,37,260
5835,981,725,12
5836,882,857,979
5837,935,169,44
5838,138,534,634
5839,840,668,154
5840,674,327,972
5841,63,216,964
5842,889,93,28
5843,307,673,677
5844,638,887,439
5845,581,380,968
5846,926,530,310
5847,360,175,138
5848,169,869,925
5849,836,88,779
5850,631,460,815
5851,883,322,183
5852,434,181,430
5853,566,870,444
5854,799,99,192
5855,705,478,298
5856,176,8,710
5857,777,110,26
5858,962,917,71
5859,667,728,226
5860,984,971,622
5861,808,923,746
5862,673,664,498
5863,530,475,623
5864,675,533,592
5865,185,900,435
5866,922,965,157
5867,818,145,764
5868,464,537,137
5869,479,270,967
5870,193,244,338
5871,280,749,187
5872,197,358,714
5873,983,14,243
5874,903,37,326
5875,339,148,889
5876,876,824,354
5877,676,231,164
5878,427,477,810
5879,650,963,212
5880,618,772,344
5881,94,404,558
5882,719,705,691
5883,466,792,914
5884,449,595,34
5885,913,414,193
5886,960,912,136
5887,7,25,389
5888,412,40,674
5889,744,502,754
5890,745,492,936
5891,449,357,621
5892,384,790,21
5893,220,772,183
5894,662,650,919
5895,126,48,731
5896,867,973,329
5897,287,701,37
5898,624,93,505
5899,972,684,724
5900,546,808,426
5901,752,473,411
5902,821,341,79
5903,999,406,65
5904,757,848,587
5905,247,790,266
5906,646,78,311
5907,433,436,931
5908,436,581,5
5909,455,685,99
5910,319,993,445
5911,138,58,456
5912,326,435,257
5913,167,469,37
5914,562,183,948
5915,226,30,684
5916,741,426,300
5917,563,445,285
5918,961,428,645
5919,327,655,153
5920,622,749,463
5921,41,722,251
5922,759,239,988
5923,399,613,419
5924,717,234,647
5925,11,767,78
5926,877,974,283
5927,957,380,218
5928,626,61,890
5929,539,550,801
5930,167,29,857
5931,174,568,87
5932,34,372,623
5933,447,232,526
5934,110,140,228
5935,691,849,854
5936,11,444,249
5937,445,820,30
5938,376,387,186
5939,9,642,10
5940,600,849,649
5941,778,611,450
5942,227,316,516
5943,780,466,708
5944,420,786,607
5945,491,837,868
5946,468,210,794
5947,54,892,213
5948,125,576,882
5949,884,600,653
5950,81,58,329
5951,735,133,566
5952,774,684,968
5953,743,652,780
5954,276,804,941
5955,410,992,362
5956,78,18,89
5957,948,180,547
5958,960,486,841
5959,563,108,459
5960,423,383,39
5961,277,376,731
5962,104,152,840
5963,605,253,161
5964,187,769,84
5965,670,794,974
5966,941,112,119
5967,318,550,894
5968,197,895,922
5969,116,575,252
5970,72,362,987
5971,742,242,140
5972,292,562,800
5973,122,904,403
5974,709,570,996
5975,930,302,455
5976,797,762,894
5977,307,585,942
5978,395,978,239
5979,430,806,908
5980,970,45,831
5981,280,87,225
5982,227,517,992
5983,733,577,363
5984,885,441,113
5985,644,766,243
5986,169,815,752
5987,585,920,118
5988,675,283,976
5989,629,855,920
5990,776,254,793
5991,674,68,363
5992,494,824,864
5993,139,528,434
5994,697,174,370
5995,660,494,402
5996,172,826,104
5997,162,792,462
5998,369,143,496
5999,147,366,717
6000,842,946,434
6001,378,527,872
6002,65,121,533
6003,437,175,197
6004,137,623,467
6005,753,292,858
6006,288,750,326
6007,914,36,923
6008,511,161,434
6009,257,452,603
6010,39,805,527
6011,421,908,179
6012,249,609,577
6013,101,920,426
6014,805,292,980
6015,236,818,403
6016,769,917,991
6017,967,825,784
6018,286,458,902
6019,961,832,125
6020,418,814,205
6021,965,858,687
6022,484,857,110
6023,571,696,483
6024,742,117,879
6025,448,776,184
6026,400,405,13
6027,909,572,611
6028,492,66,953
6029,190,235,833
6030,967,447,590
6031,322,933,256
6032,658,734,675
6033,929,602,318
6034,474,893,86
6035,425,859,709
6036,503,643,169
6037,969,282,83
6038,398,415,278
6039,292,973,975
6040,681,432,571
6041,449,653,223
6042,322,199,807
6043,485,398,871
6044,597,728,234
6045,205,609,74
6046,424,211,660
6047,591,520,552
6048,199,92,597
6049,429,927,314
6050,682,259,250
6051,55,89,442
6052,288,552,913
6053,752,329,397
6054,244,436,156
6055,430,247,902
6056,956,611,374
6057,441,210,967
6058,554,185,291
6059,530,409,858
6060,689,817,493
6061,747,961,755
6062,683,140,147
6063,595,404,960
6064,814,835,360
6065,465,180,677
6066,282,538,108
6067,482,559,308
6068,421,470,628
6069,380,545,159
6070,477,500,99
6071,124,855,347
6072,44,802,526
6073,962,683,887
6074,279,286,593
6075,305,531,619
6076,772,554,168
6077,273,441,570
6078,691,779,559
6079,675,789,702
6080,120,173,927
6081,151,384,384
6082,254,874,104
6083,849,487,847
6084,301,821,999
6085,698,413,302
6086,337,191,832
6087,825,156,638
6088,196,199,914
6089,826,730,777
6090,406,710,960
6091,650,333,587
6092,716,598,226
6093,505,187,893
6094,175,151,783
6095,526,928,983
6096,750,821,352
6097,436,425,147
6098,98,522,778
6099,742,866,386
6100,528,653,796
6101,380,837,447
6102,871,392,193
6103,785,689,149
6104,475,493,688
6105,137,758,603
6106,473,793,65
6107,52,116,538
6108,233,241,402
6109,299,98,129
6110,328,222,112
6111,470,769,360
6112,206,940,980
6113,331,536,527
6114,455,387,464
6115,156,229,713
6116,702,7,624
6117,374,572,896
6118,937,815,45
6119,734,837,803
6120,828,122,621
6121,263,115,414
6122,589,349,784
6123,60,216,989
6124,945,429,713
6125,812,655,783
6126,403,940,128
6127,107,260,146
6128,717,821,871
6129,837,137,183
6130,558,606,31
6131,193,320,833
6132,266,699,782
6133,381,114,24
6134,228,222,351
6135,957,196,716
6136,273,122,305
6137,116,851,425
6138,799,782,19
6139,555,574,731
6140,210,373,203
6141,29,574,158
6142,747,617,143
6143,882,12,827
6144,91,129,229
6145,439,428,751
6146,342,959,578
6147,502,720,670
6148,108,720,914
6149,860,954,373
6150,216,26,450
6151,856,927,632
6152,298,245,295
6153,823,211,554
6154,564,952,908
6155,358,619,462
6156,711,805,794
6157,80,80,812
6158,488,14,757
6159,326,674,436
6160,998,68,756
6161,451,959,427
6162,686,484,367
6163,624,65,221
6164,95,40,777
6165,140,611,609
6166,504,708,689
6167,692,914,707
6168,439,231,108
6169,384,85,442
6170,675,852,484
6171,270,708,692
6172,636,813,430
6173,622,967,286
6174,504,870,442
6175,696,229,637
6176,455,605,917
6177,788,259,31
6178,181,538,207
6179,551,734,825
6180,486,391,646
6181,851,699,671
6182,882,809,574
6183,549,951,876
6184,301,838,963
6185,990,428,795
6186,564,277,804
6187,567,125,486
6188,100,476,699
6189,250,392,422
6190,587,509,786
6191,372,819,309
6192,598,477,416
6193,670,623,810
6194,477,834,865
6195,885,17,338
6196,586,791,964
6197,680,249,501
6198,760,46,216
6199,201,275,223
6200,993,346,244
6201,264,998,589
6202,370,67,810
6203,541,897,350
6204,943,954,731
6205,742,345,78
6206,816,660,301
6207,255,843,841
6208,432,367,544
6209,675,95,830
6210,514,734,787
6211,60,165,352
6212,615,615,164
6213,547,367,640
6214,171,265,639
6215,363,731,466
6216,172,776,230
6217,462,525,530
6218,945,446,175
6219,394,697,676
6220,503,449,297
6221,989,231,164
6222,74,936,273
6223,563,104,9
6224,312,632,400
6225,240,482,364
6226,711,14,890
6227,823,624,18
6228,808,149,358
6229,383,163,848
6230,355,784,515
6231,768,628,311
6232,230,631,877
6233,539,867,298
6234,696,318,464
6235,370,924,574
6236,765,746,139
6237,148,851,598
6238,245,601,173
6239,370,92,305
6240,431,872,214
6241,193,475,364
6242,565,359,29
6243,430,469,662
6244,649,950,128
6245,514,377,487
6246,22,693,170
6247,471,78,244
6248,202,482,635
6249,998,888,936
6250,131,789,273
6251,7,294,344
6252,487,133,566
6253,552,340,280
6254,800,711,432
6255,308,17,346
6256,442,11,434
6257,159,140,175
6258,513,678,289
6259,46,512,28
6260,126,772,499
6261,961,967,315
6262,247,423,914
6263,531,270,799
6264,420,99,731
6265,499,399,9
6266,886,982,615
6267,450,516,25
6268,837,59,814
6269,181,975,142
6270,949,920,5
6271,837,383,78
6272,243,715,306
6273,569,968,954
6274,335,668,75
6275,62,195,250
6276,216,910,663
6277,706,321,489
6278,169,935,517
6279,359,305,553
6280,967,470,992
6281,321,198,964
6282,513,853,528
6283,217,716,375
6284,460,564,783
6285,576,724,316
6286,613,183,69
6287,363,231,10
6288,806,911,425
6289,865,658,385
6290,460,516,602
6291,977,827,738
6292,262,943,259
6293,344,329,134
6294,893,699,279
6295,409,894,793
6296,420,858,935
6297,429,345,914
6298,947,888,628
6299,440,429,515
6300,665,549,41
6301,102,675,323
6302,545,794,911
6303,902,6,754
6304,129,795,117
6305,756,328,391
6306,779,522,863
6307,169,427,656
6308,783,976,435
6309,584,981,406
6310,44,710,297
6311,617,178,806
6312,30,397,619
6313,972,438,828
6314,387,575,71
6315,541,95,49
6316,472,925,554
6317,155,37,896
6318,97,523,763
6319,300,849,819
6320,496,355,44
6321,477,75,673
6322,848,240,818
6323,304,232,161
6324,287,842,553
6325,858,84,318
6326,75,189,1
6327,454,266,864
6328,3,580,888
6329,392,411,498
6330,987,661,574
6331,797,775,535
6332,469,132,639
6333,30,645,449
6334,305,294,907
6335,385,763,859
6336,414,177,326
6337,856,970,867
6338,993,130,717
6339,760,436,246
6340,967,426,901
6341,854,744,660
6342,830,692,302
6343,907,831,282
6344,446,559,463
6345,562,949,347
6346,802,163,950
6347,346,547,908
6348,654,544,854
6349,975,22,811
6350,488,261,776
6351,521,875,753
6352,775,214,871
6353,424,622,297
6354,441,621,829
6355,716,961,541
6356,353,906,153
6357,673,482,359
6358,910,119,333
6359,603,631,500
6360,309,493,495
6361,379,608,745
6362,264,789,462
6363,952,750,492
6364,673,813,8
6365,430,645,651
6366,122,999,794
6367,71,645,323
6368,884,719,276
6369,583,993,407
6370,740,211,43
6371,270,708,519
6372,997,223,906
6373,700,915,356
6374,1000,803,681
6375,714,272,525
6376,274,583,207
6377,118,55,78
6378,760,884,733
6379,914,389,981
6380,913,716,448
6381,100,431,60
6382,354,244,534
6383,945,130,397
6384,243,514,835
6385,441,189,33
6386,713,795,278
6387,503,797,989
6388,698,985,8
6389,85,815,971
6390,682,537,929
6391,127,182,158
6392,832,908,53
6393,144,448,50
6394,985,807,844
6395,392,213,45
6396,725,787,919
6397,85,756,830
6398,560,593,592
6399,401,7,896
6400,339,14,897
6401,836,981,738
6402,897,778,330
6403,404,544,451
6404,413,254,110
6405,631,664,961
6406,482,145,630
6407,964,943,504
6408,993,458,956
6409,735,746,243
6410,194,907,148
6411,850,345,601
6412,786,248,443
6413,967,114,976
6414,382,635,707
6415,861,398,53
6416,501,906,951
6417,301,925,730
6418,7,802,177
6419,85,711,357
6420,404,137,882
6421,550,914,624
6422,237,987,855
6423,55,618,955
6424,420,97,524
6425,961,969,903
6426,800,275,432
6427,801,8,921
6428,995,286,261
6429,122,789,315
6430,460,530,839
6431,710,248,84
6432,251,449,481
6433,410,751,252
6434,337,639,332
6435,549,65,950
6436,407,897,271
6437,990,664,357
6438,941,788,573
6439,925,831,184
6440,664,824,326
6441,239,772,254
6442,905,416,780
6443,934,261,523
6444,235,242,566
6445,604,751,429
6446,865,680,377
6447,147,359,276
6448,247,978,479
6449,359,726,351
6450,110,446,114
6451,419,93,917
6452,666,19,864
6453,329,239,515
6454,253,983,385
6455,533,18,89
6456,508,478,430
6457,92,102,295
6458,1000,201,67
6459,791,550,751
6460,714,747,882
6461,749,853,224
6462,628,102,645
6463,80,537,630
6464,551,976,769
6465,437,252,609
6466,740,146,585
6467,441,661,222
6468,983,820,127
6469,207,543,436
6470,769,37,88
6471,490,608,823
6472,896,388,754
6473,496,711,377
6474,521,146,361
6475,420,739,426
6476,46,661,834
6477,644,70,518
6478,74,492,332
6479,278,530,968
6480,736,107,537
6481,710,363,381
6482,444,933,559
6483,470,442,270
6484,903,483,575
6485,734,225,137
6486,939,744,517
6487,744,245,332
6488,938,996,778
6489,667,161,724
6490,725,286,639
6491,768,13,251
6492,394,531,402
6493,358,596,63
6494,845,451,760
6495,192,922,297
6496,296,556,930
6497,751,678,970
6498,286,77,557
6499,536,257,249
6500,732,206,705
6501,190,959,745
6502,908,609,41
6503,453,654,932
6504,482,813,665
6505,690,254,48
6506,745,379,974
6507,355,93,834
6508,460,305,294
6509,87,682,653
6510,88,869,382
6511,624,58,391
6512,465,779,301
6513,536,590,187
6514,69,995,83
6515,284,197,61
6516,707,161,36
6517,15,908,48
6518,268,129,624
6519,385,496,874
6520,525,402,662
6521,176,534,845
6522,329,880,95
6523,297,350,742
6524,799,390,912
6525,51,672,289
6526,623,501,457
6527,120,82,938
6528,400,555,612
6529,679,232,262
6530,588,812,60
6531,702,177,519
6532,172,134,653
6533,334,207,966
6534,58,512,235
6535,598,559,784
6536,293,881,612
6537,212,327,513
6538,246,752,450
6539,355,118,900
6540,979,697,707
6541,506,547,895
6542,461,92,544
6543,930,452,864
6544,836,355,609
6545,864,125,369
6546,620,23,992
6547,770,588,163
6548,115,153,478
6549,608,966,170
6550,603,143,594
6551,17,282,281
6552,325,675,376
6553,465,361,435
6554,514,849,615
6555,716,812,369
6556,578,868,180
6557,657,888,860
6558,387,534,795
6559,373,314,367
6560,896,998,454
6561,979,225,976
6562,688,637,817
6563,932,245,718
6564,710,505,384
6565,588,139,935
6566,171,298,782
6567,653,720,67
6568,388,205,345
6569,946,1000,171
6570,987,645,905
6571,246,973,262
6572,245,676,188
6573,407,801,719
6574,287,998,453
6575,1,106,756
6576,442,274,285
6577,477,216,787
6578,32,34,62
6579,936,672,685
6580,582,349,250
6581,111,989,52
6582,369,561,820
6583,13,263,260
6584,482,512,264
6585,57,626,661
6586,689,505,821
6587,174,836,666
6588,318,913,642
6589,470,230,54
6590,795,935,461
6591,846,355,248
6592,641,798,435
6593,952,375,780
6594,275,283,123
6595,785,56,104
6596,348,586,427
6597,129,265,744
6598,272,29,601
6599,479,997,184
6600,41,869,852
6601,794,42,508
6602,419,637,403
6603,729,93,345
6604,101,382,199
6605,919,1,413
6606,924,457,41
6607,773,293,957
6608,366,700,617
6609,2,194,856
6610,418,911,102
6611,706,759,676
6612,230,525,56
6613,610,585,804
6614,582,232,643
6615,896,178,917
6616,373,78,228
6617,736,853,971
6618,136,439,472
6619,326,656,123
6620,890,997,377
6621,234,446,961
6622,593,526,660
6623,565,411,204
6624,643,101,51
6625,934,106,551
6626,520,201,192
6627,823,790,625
6628,360,34,82
6629,101,715,829
6630,425,267,205
6631,36,153,650
6632,323,279,269
6633,719,844,389
6634,152,407,12
6635,504,38,792
6636,998,26,534
6637,218,68,704
6638,167,740,284
6639,90,616,802
6640,288,152,598
6641,146,617,216
6642,389,471,877
6643,867,458,8
6644,581,171,474
6645,623,520,814
6646,838,991,477
6647,375,172,972
6648,4,540,123
6649,107,542,289
6650,313,140,551
6651,758,692,102
6652,478,159,68
6653,461,1,75
6654,659,707,889
6655,7,778,165
6656,151,783,541
6657,862,952,180
6658,869,215,114
6659,828,569,121
6660,337,458,507
6661,891,496,812
6662,397,685,614
6663,998,644,766
6664,371,712,842
6665,253,597,667
6666,748,714,549
6667,783,887,309
6668,942,407,781
6669,944,431,89
6670,8,96,143
6671,596,1000,395
6672,332,537,837
6673,451,733,801
6674,81,455,255
6675,924,427,860
6676,466,978,443
6677,824,805,374
6678,691,24,993
6679,908,57,526
6680,73,556,631
6681,638,461,730
6682,453,929,164
6683,533,409,370
6684,215,881,19
6685,915,101,265
6686,484,548,347
6687,257,18,420
6688,348,273,324
6689,388,136,306
6690,897,466,255
6691,320,523,383
6692,481,681,238
6693,65,452,339
6694,890,67,207
6695,625,873,692
6696,371,405,274
6697,54,146,539
6698,671,570,775
6699,655,622,393
6700,463,983,528
6701,892,861,977
6702,604,804,46
6703,962,812,39
6704,917,311,118
6705,370,258,608
6706,15,123,605
6707,432,792,9
6708,606,869,743
6709,136,793,785
6710,685,833,979
6711,754,875,707
6712,416,728,127
6713,626,186,265
6714,938,399,109
6715,354,916,411
6716,558,382,86
6717,36,868,242
6718,593,57,997
6719,615,996,747
6720,624,639,463
6721,299,21,348
6722,434,564,385
6723,609,705,977
6724,542,221,689
6725,403,121,141
6726,809,67,619
6727,184,929,698
6728,590,417,168
6729,825,258,834
6730,218,710,328
6731,333,944,155
6732,228,552,30
6733,770,958,419
6734,45,207,901
6735,803,417,280
6736,608,364,657
6737,799,485,918
6738,258,761,933
6739,63,731,929
6740,371,487,85
6741,107,46,347
6742,990,127,783
6743,152,767,121
6744,805,46,526
6745,945,867,744
6746,272,633,389
6747,841,480,941
6748,528,56,812
6749,726,871,153
6750,847,989,264
6751,198,101,968
6752,835,251,417
6753,93,743,163
6754,561,725,314
6755,930,669,643
6756,831,352,243
6757,911,21,49
6758,465,799,949
6759,772,482,57
6760,119,499,792
6761,45,842,225
6762,817,48,995
6763,856,773,525
6764,110,643,451
6765,982,18,920
6766,599,372,597
6767,585,190,804
6768,335,964,188
6769,241,787,174
6770,957,84,828
6771,520,703,262
6772,481,526,447
6773,874,433,676
6774,341,184,714
6775,153,95,833
6776,895,574,154
6777,855,247,182
6778,608,819,251
6779,30,583,276
6780,927,424,537
6781,666,919,798
6782,923,521,813
6783,552,553,234
6784,403,94,327
6785,892,928,962
6786,261,352,224
6787,563,485,514
6788,290,306,549
6789,596,651,845
6790,82,948,910
6791,920,452,79
6792,203,757,692
6793,500,882,360
6794,305,101,232
6795,580,814,661
6796,103,694,839
6797,37,272,579
6798,670,485,66
6799,912,50,400
6800,140,343,741
6801,297,791,89
6802,234,386,209
6803,235,149,169
6804,459,566,430
6805,354,169,587
6806,562,77,687
6807,778,483,723
6808,700,106,472
6809,795,768,512
6810,37,568,164
6811,955,250,988
6812,44,572,920
6813,136,837,650
6814,653,600,761
6815,105,891,38
6816,650,406,8
6817,422,152,105
