variable_name,start_cycle,end_cycle,rw_flag
var_4,1902,20197,1
var_4,4517,14133,0
var_4,5168,10821,1
var_4,5428,21207,0
var_4,5671,24858,1
var_4,3504,17568,1
var_4,697,29833,2
var_4,9484,12539,0
var_4,6807,12054,1
var_4,3252,11354,1
var_4,8162,16598,1
var_4,2703,16197,0
var_4,9582,16262,1
var_4,1492,22625,1
var_4,7864,14835,2
var_4,1070,22203,1
var_4,7471,23906,0
var_4,4557,13202,0
var_4,1635,19182,2
var_4,7641,23750,0
var_4,9232,24350,2
var_4,3255,16616,0
var_4,7777,27990,2
var_4,6258,22656,2
var_4,2523,12481,0
var_4,8470,27293,1
var_4,8040,23961,1
var_4,5124,23391,1
var_4,3685,20099,0
var_4,8884,27374,0
var_4,511,11127,1
var_4,6168,21463,1
var_4,8345,13998,0
var_4,9444,26577,0
var_4,1219,25255,1
var_4,1205,11686,2
var_4,6570,13899,1
var_5,8888,12471,2
var_5,6670,20680,0
var_5,4063,14417,1
var_5,4358,16153,0
var_5,3665,23682,1
var_5,7814,28809,1
var_5,714,21083,1
var_5,2370,19566,0
var_5,906,13338,0
var_5,7797,11944,0
var_5,29,14831,0
var_5,8859,22771,2
var_5,5142,27684,2
var_5,193,20638,1
var_5,7138,17985,1
var_5,4618,29968,0
var_5,2067,15283,0
var_5,9223,15865,1
var_5,9777,22210,1
var_5,770,10685,2
var_5,6670,11337,2
var_5,8187,29097,1
var_5,866,12068,1
var_5,7828,18021,2
var_5,9426,26961,1
var_5,7688,23248,2
var_5,2092,23737,2
var_5,7336,18900,0
var_5,5424,26316,1
var_5,1059,28860,1
var_5,3192,19161,2
var_5,8167,17120,1
var_5,5031,26049,1
var_5,3395,27088,1
var_5,8358,21621,2
var_5,6946,17759,2
var_5,8687,13313,1
var_5,7761,14101,2
var_5,551,17494,0
var_5,8393,12426,1
var_5,6504,27050,2
var_5,3726,17025,1
var_5,8589,16446,0
var_5,1362,10539,1
var_5,1419,12310,1
var_5,2037,13432,1
var_5,4263,26709,1
var_5,6864,18486,2
var_5,8115,29152,1
var_5,253,24451,1
var_5,1654,24591,1
var_5,8722,13693,2
var_5,766,10927,0
var_5,6114,13155,0
var_5,1243,13543,1
var_5,1448,21418,1
var_5,5013,14546,1
var_5,2787,29073,2
var_5,9445,28933,2
var_5,7434,14319,2
var_5,2657,10881,2
var_5,7870,11028,0
var_5,4749,17965,0
var_5,2065,25535,0
var_5,203,12305,0
var_5,9144,22984,2
var_5,5903,27238,0
var_5,5707,23554,0
var_5,6830,25705,0
var_5,1481,11539,1
var_5,2626,27250,0
var_5,2245,21199,0
var_5,9544,20085,1
var_5,9008,22153,1
var_5,225,27544,2
var_5,167,25191,2
var_5,6177,24775,0
var_5,1379,15185,1
var_5,676,21951,0
var_5,4702,27341,0
var_5,9606,28124,2
var_5,3809,28135,1
var_5,9429,29407,2
var_5,3742,11208,2
var_5,7796,10258,0
var_5,1552,29315,1
var_5,7906,17416,2
var_5,4684,27736,1
var_5,2398,18933,2
var_5,4166,12094,0
var_5,8006,11126,1
var_5,4164,28304,0
var_5,6384,10638,1
var_5,1390,13779,0
var_5,764,14119,1
var_5,7750,25839,2
var_5,4642,28456,0
var_5,8990,14790,1
var_5,5585,10147,2
var_5,5825,15264,0
var_5,8414,21010,1
var_5,216,21313,1
var_5,639,13973,2
var_5,288,14296,2
var_5,5332,13814,1
var_5,473,26228,1
var_5,4717,14120,1
var_5,111,23434,2
var_5,6544,29102,1
var_5,7724,26533,2
var_5,3633,18600,2
var_5,6521,18281,1
var_5,9024,16222,2
var_5,1749,17732,0
var_5,8856,13366,0
var_5,8861,10313,2
var_5,8709,10295,1
var_5,3439,24363,0
var_5,8650,24304,0
var_5,7157,15608,2
var_5,6745,24056,1
var_5,8861,23574,0
var_5,7861,24330,0
var_5,3029,13451,2
var_5,4090,22373,1
var_5,5750,11000,1
var_5,2171,23716,1
var_5,6802,13291,0
var_5,8042,17969,0
var_5,7653,15702,0
var_5,5613,20222,0
var_5,9133,11742,2
var_5,7923,18448,1
var_5,2401,20276,0
var_5,9722,23775,0
var_5,5875,17632,0
var_5,9648,16975,2
var_5,9015,26675,0
var_5,6635,13335,2
var_5,2796,20699,0
var_5,3605,22385,0
var_5,4270,18683,1
var_5,8033,15246,0
var_5,73,26448,1
var_5,1472,22867,0
var_5,3185,26188,2
var_5,2631,12946,1
var_5,5673,26801,2
var_5,8818,22220,0
var_5,2654,24871,1
var_5,2751,22998,1
var_5,4309,27929,1
var_5,2696,13646,2
var_5,117,10338,1
var_5,3146,28502,1
var_5,7342,25015,0
var_5,2111,23961,0
var_5,8490,11615,2
var_5,6429,22424,1
var_5,5893,25550,0
var_5,4392,11117,1
var_5,1985,13447,0
var_5,1280,12520,0
var_5,5676,11106,0
var_5,1751,21247,1
var_5,2755,23341,2
var_5,3316,26914,2
var_5,4617,19273,1
var_5,1359,24920,1
var_5,1381,17479,0
var_5,1431,15646,0
var_5,3746,21280,0
var_5,5086,21457,2
var_5,2666,18893,2
var_5,4639,29386,0
var_5,2918,13479,0
var_5,6164,19137,2
var_5,21,23106,2
var_5,2494,24614,2
var_5,2541,23946,1
var_5,7102,29209,0
var_5,878,29514,0
var_5,7236,16201,0
var_5,4066,21632,2
var_5,112,25159,0
var_5,3410,21910,0
var_5,3918,25090,0
var_5,2107,15605,2
var_5,2898,17090,1
var_5,6378,15199,0
var_5,7367,23528,0
var_5,3523,14433,0
var_5,4777,20291,1
var_5,5643,17939,1
var_5,1274,11469,1
var_5,2298,13957,1
var_5,650,28670,1
var_5,4717,25647,0
var_5,3268,27948,0
var_5,4718,27340,1
var_5,1444,24396,1
var_5,5414,23100,0
var_5,1543,26250,0
var_5,4841,16701,2
var_5,7772,27125,1
var_5,436,19671,1
var_5,2994,18436,2
var_5,882,29457,1
var_5,2529,29622,1
var_5,7146,21986,1
var_5,5046,17277,2
var_5,5295,25254,1
var_5,5547,25982,2
var_5,8799,15400,2
var_5,6642,11661,2
var_5,2675,12379,0
var_5,4932,15048,2
var_5,3045,20988,1
var_5,4408,19478,2
var_5,4556,15588,1
var_5,2454,23531,0
var_5,2369,28525,1
var_5,1581,26523,1
var_5,4277,20110,1
var_5,9525,24170,1
var_5,7983,14191,2
var_5,7972,14509,2
var_5,5828,25834,0
var_5,3589,19073,0
var_5,8501,26938,1
var_5,4432,11311,0
var_5,4852,12846,2
var_5,8003,16628,1
var_5,1930,10690,0
var_5,214,20809,0
var_5,7642,16000,2
var_5,6488,20291,0
var_5,3649,24431,0
var_5,6590,24264,0
var_5,2688,19094,0
var_5,4848,20339,1
var_5,2266,10704,1
var_5,4868,19914,0
var_5,7895,24328,2
var_5,4425,12216,1
var_5,9276,14418,2
var_5,4362,20593,1
var_5,5388,12220,0
var_5,6031,17028,1
var_5,1089,29507,1
var_5,635,21191,0
var_5,6392,19497,1
var_5,6406,18518,1
var_5,1939,20611,2
var_5,1567,17167,0
var_5,2422,16190,0
var_5,4581,18617,2
var_5,6326,14395,1
var_5,975,23487,0
var_5,9433,17852,1
var_5,9852,25763,0
var_5,5840,25906,0
var_5,4937,19488,1
var_5,9427,10500,0
var_5,1673,20659,1
var_5,3550,15018,0
var_5,5521,19681,2
var_5,1890,10253,0
var_5,6197,28769,2
var_5,6416,13728,0
var_5,4083,29637,0
var_5,5658,13097,0
var_5,39,18997,2
var_5,3221,18816,0
var_5,4198,23585,1
var_5,6565,25189,1
var_5,5741,12209,0
var_5,9504,11695,1
var_5,2112,10944,2
var_5,2694,24524,0
var_5,8054,28045,1
var_5,2457,16014,0
var_5,5755,27290,0
var_5,7988,15834,0
var_5,131,17794,0
var_5,3077,19199,2
var_5,3619,16275,1
var_5,5507,14272,0
var_5,3657,19795,0
var_5,8767,26048,0
var_5,123,26460,0
var_5,8824,27984,1
var_5,328,17779,2
var_5,9293,16381,2
var_5,7500,28495,0
var_5,1957,16868,0
var_5,2997,14714,2
var_5,6361,16739,0
var_5,5189,11973,1
var_5,4778,15136,0
var_5,819,29242,1
var_5,8680,26155,0
var_5,4953,15012,0
var_5,347,10351,2
var_5,7384,21102,0
var_5,7844,19134,0
var_5,777,12836,1
var_5,4115,29689,0
var_5,8612,27431,0
var_5,9861,15028,1
var_5,19,20620,2
var_5,3855,19733,1
var_5,5071,24251,2
var_5,5517,20693,0
var_5,5819,21989,1
var_5,3211,18343,2
var_5,3791,12144,1
var_5,4243,25467,0
var_5,5036,13153,2
var_5,4796,18199,2
var_5,6902,23432,0
var_5,5770,21522,1
var_5,402,24353,2
var_5,3156,26917,2
var_5,7708,25731,2
var_5,5881,13408,1
var_5,2037,18127,2
var_5,4190,15537,0
var_5,3812,22991,0
var_5,3922,14273,1
var_5,8016,27710,0
var_5,8283,19905,0
var_5,9298,28737,2
var_5,8580,23714,0
var_5,6621,28438,2
var_5,3192,20196,2
var_5,5267,11174,1
var_5,9509,25475,2
var_5,781,29040,1
var_5,8790,28339,0
var_5,8472,28962,2
var_5,6993,19419,0
var_5,1745,19145,1
var_5,1306,16439,2
var_5,719,16528,0
var_5,6631,14526,0
var_5,3804,10678,0
var_5,6435,10958,2
var_5,9440,19397,1
var_5,4945,22294,1
var_5,566,20218,0
var_5,8753,21620,2
var_5,774,10200,2
var_5,3964,18811,0
var_5,1621,29582,0
var_5,5462,12767,1
var_5,6481,24666,0
var_5,6905,23165,0
var_5,9897,15809,1
var_5,1954,24740,2
var_5,3389,16320,0
var_5,2174,11004,0
var_5,3680,23192,2
var_5,3941,17838,2
var_5,4517,20222,2
var_5,7568,28880,2
var_5,9430,21714,0
var_5,630,25610,1
var_5,3292,11782,1
var_5,8780,16969,1
var_5,1796,23786,2
var_5,3028,29871,2
var_5,5932,25499,2
var_5,7884,20362,2
var_5,9034,22589,1
var_5,9740,16098,1
var_5,8433,13967,2
var_5,9580,23160,1
var_5,804,23986,0
var_5,6016,11625,2
var_5,522,29486,2
var_5,4279,20461,2
var_5,3204,18668,1
var_5,2546,23998,2
var_5,9707,23175,1
var_5,5710,29559,2
var_5,7801,12881,1
var_5,2914,29380,0
var_5,9112,21103,2
var_5,4389,25609,0
var_5,7088,22306,0
var_5,3309,14106,2
var_5,7133,24338,1
var_5,1294,20385,0
var_5,4826,21927,2
var_5,8474,25331,1
var_5,1432,14958,0
var_5,6499,15663,0
var_5,2397,23413,2
var_5,1133,12185,0
var_5,9580,26711,1
var_5,8018,27075,1
var_5,4563,23117,2
var_5,6365,14195,2
var_5,4311,25320,1
var_5,6625,19296,2
var_5,663,13949,2
var_5,7842,15368,1
var_5,4059,23393,1
var_5,9213,10128,0
var_5,7364,16008,0
var_5,1741,28941,0
var_5,1075,12305,2
var_5,2294,17723,0
var_5,1393,25380,1
var_5,7406,19950,1
var_5,5686,13079,1
var_5,9853,11455,1
var_5,5451,19726,1
var_5,7624,23178,2
var_5,4121,15136,2
var_5,1728,19540,0
var_5,1279,16530,1
var_5,8204,23294,2
var_5,6428,22960,1
var_5,3907,20732,1
var_5,2891,14873,0
var_5,7888,14159,2
var_5,4043,13142,1
var_5,6288,22638,2
var_5,2255,13249,2
var_5,4997,13112,1
var_5,1461,11127,1
var_5,3795,13063,1
var_5,9865,12195,1
var_5,4163,22656,1
var_5,7181,22573,1
var_5,8652,17074,1
var_5,1999,18450,2
var_5,5430,22758,2
var_5,3710,21891,0
var_5,1857,11497,1
var_5,2135,28187,2
var_5,7716,16713,0
var_5,6568,20198,0
var_5,3642,15616,2
var_5,52,24829,1
var_5,8064,10896,2
var_5,7952,16480,0
var_5,8784,15285,1
var_5,6936,16444,2
var_5,2847,12409,2
var_5,5240,25077,2
var_5,5900,13539,2
var_5,7163,29799,1
var_5,3560,13450,1
var_5,2023,19240,0
var_5,814,11696,2
var_5,6479,23324,0
var_5,142,27477,2
var_5,7568,24465,2
var_5,1474,18910,1
var_5,2921,11597,0
var_5,5200,29360,1
var_5,6138,24833,2
var_5,5426,15109,2
var_5,8930,22368,0
var_5,9868,18699,2
var_5,4245,12545,1
var_5,3791,22031,2
var_5,8320,16120,1
var_5,1521,26113,0
var_5,1864,10179,1
var_5,8689,25868,2
var_5,9885,12717,0
var_5,1221,24714,0
var_5,5634,24025,1
var_5,5361,29533,1
var_5,4332,19732,1
var_5,8,26372,2
var_5,172,13110,0
var_5,4436,17842,0
var_5,330,26137,1
var_5,8558,11963,2
var_5,6066,12639,2
var_5,3391,24681,1
var_5,2265,15835,0
var_5,7896,23669,0
var_5,6971,22434,0
var_5,7226,21231,0
var_5,3379,19590,0
var_5,3475,26770,1
var_5,3680,28467,1
var_5,5426,19443,1
var_5,4163,21946,2
var_5,835,11480,0
var_5,1610,27651,2
var_5,3447,24448,2
var_5,2859,22514,0
var_5,8954,20317,0
var_5,8241,21368,0
var_5,8924,25654,1
var_5,9255,28963,2
var_5,8874,20105,0
var_5,8986,27088,1
var_5,8609,24724,1
var_5,3625,18399,1
var_5,5932,29483,1
var_5,6958,24390,0
var_5,7764,12679,0
var_5,9586,21857,0
var_5,8651,27505,2
var_5,7438,14588,0
var_5,5346,11207,2
var_5,1418,21293,2
var_5,5430,18710,2
var_5,7361,16548,0
var_5,9646,24661,0
var_5,857,29288,0
var_5,4255,19751,0
var_5,7907,17438,2
var_5,7592,14940,0
var_5,8708,17513,0
var_5,7759,19620,1
var_5,9373,22394,0
var_5,6166,28241,1
var_5,5864,11046,0
var_5,7939,24878,1
var_5,8414,15312,1
var_5,1306,13644,0
var_5,434,14170,2
var_5,4960,13005,1
var_5,2494,27579,1
var_5,5398,25522,0
var_5,9202,17018,2
var_5,7809,18007,1
var_5,3878,21382,0
var_5,5045,18045,0
var_5,5298,13827,0
var_5,3340,12088,0
var_5,4430,23768,1
var_5,8607,15997,2
var_5,8998,19197,1
var_5,5868,28509,1
var_5,2511,26924,0
var_5,2138,24916,1
var_5,9479,23976,2
var_5,5267,13508,0
var_5,5054,12063,0
var_5,5600,25629,0
var_5,2108,13114,1
var_5,6943,21815,0
var_5,5035,10252,2
var_5,7355,13320,2
var_5,3754,24075,0
var_5,2618,29794,0
var_5,4390,10956,1
var_5,9899,22494,1
var_5,1338,18816,0
var_5,8509,13661,0
var_5,8958,11339,2
var_5,1431,17737,0
var_5,9557,18057,1
var_5,3769,17360,1
var_5,7256,29513,1
var_5,4817,25194,0
var_5,5634,19720,0
var_5,9367,12748,2
var_5,5636,22675,0
var_5,410,13278,0
var_5,1971,20534,0
var_5,856,13548,0
var_5,1070,21030,2
var_5,3144,21250,1
var_5,9116,29135,0
var_5,9614,25150,2
var_5,9799,22255,2
var_5,7042,18297,1
var_5,6176,16659,0
var_5,3910,10795,1
var_5,3617,17249,2
var_5,9208,13981,0
var_5,6700,11233,1
var_5,341,21132,0
var_5,85,21174,2
var_5,4025,25224,0
var_5,1538,19507,1
var_5,9501,28757,2
var_5,9949,19958,1
var_5,252,17007,2
var_5,3035,17309,2
var_5,4785,17992,2
var_5,2051,11008,2
var_5,2492,18595,0
var_5,3629,14373,2
var_5,9473,21248,0
var_5,1184,26517,2
var_5,7286,12646,2
var_5,8815,19073,2
var_5,1956,13679,1
var_5,6768,26488,0
var_5,6288,10458,2
var_5,6309,14115,1
var_5,4834,18783,1
var_5,9913,27653,2
var_5,7960,22403,1
var_5,9278,19785,1
var_5,6922,16211,1
var_5,3700,23565,1
var_5,825,27607,2
var_5,5786,21574,1
var_5,1322,15342,1
var_5,3854,23009,0
var_5,5800,24910,0
var_5,122,20947,1
var_5,8120,27244,1
var_5,9431,25902,1
var_5,7817,13161,1
var_5,6677,19272,1
var_5,3778,11926,1
var_5,4097,22306,2
var_5,8938,21984,2
var_5,5369,24775,2
var_5,9800,26519,0
var_5,4432,18303,2
var_5,1575,20478,2
var_5,8539,12625,2
var_5,4508,18775,0
var_5,6617,12790,1
var_5,6245,21700,0
var_5,7616,25048,1
var_5,4093,13391,0
var_5,4651,11139,1
var_5,784,16104,2
var_5,7108,18262,2
var_5,5576,19297,1
var_5,8765,13823,0
var_5,5695,17400,2
var_5,8929,29797,2
var_5,8081,29301,2
var_5,9399,12354,0
var_5,2149,16168,1
var_5,5012,14853,2
var_5,8548,19018,0
var_5,7578,28103,1
var_5,7411,11050,2
var_5,3821,26476,0
var_5,5697,29445,0
var_5,6872,25799,0
var_5,250,11185,2
var_5,2513,21538,0
var_5,8776,25439,1
var_5,9053,16881,1
var_5,1816,10227,2
var_5,1088,15450,1
var_5,1517,12999,0
var_5,3806,25804,1
var_5,5155,26888,1
var_5,9164,29028,2
var_5,6778,15015,0
var_5,1281,22614,2
var_5,4942,12473,2
var_5,9304,11404,0
var_5,8794,20382,0
var_5,210,25444,2
var_5,2379,17141,0
var_5,6350,21363,0
var_5,5657,26910,1
var_5,4501,10053,2
var_5,3559,18455,0
var_5,2939,19408,0
var_5,7854,16786,0
var_5,7588,14167,1
var_5,7135,17302,1
var_5,3529,26978,2
var_5,5114,10677,1
var_5,9662,16805,0
var_5,1934,19957,2
var_5,7043,12803,2
var_5,951,16487,0
var_5,4957,21499,1
var_5,7931,25400,1
var_5,8078,11725,2
var_5,3917,24286,1
var_5,6665,19860,0
var_5,5080,25441,0
var_5,255,11044,1
var_5,980,18451,0
var_5,7896,20045,2
var_5,9544,29403,1
var_5,5012,16889,1
var_5,407,21273,1
var_5,4398,22474,1
var_5,3782,25834,1
var_5,3448,14913,0
var_5,4258,11377,1
var_5,4616,29986,0
var_5,2957,26517,2
var_5,9329,21479,0
var_5,6040,23534,1
var_5,2815,13484,2
var_5,7356,10545,2
var_5,6077,29008,0
var_5,2595,28521,1
var_5,4699,12747,0
var_5,9396,21597,1
var_5,7279,10441,1
var_5,4174,13092,0
var_5,7993,12143,0
var_5,4954,29491,0
var_5,8621,29666,1
var_5,6721,27961,0
var_5,2176,11284,0
var_5,1812,21877,0
var_5,2947,12255,1
var_5,3942,27361,1
var_5,8995,24876,2
var_5,1817,16686,1
var_5,9872,26382,0
var_5,9336,22686,1
var_5,5058,11060,2
var_5,6487,15946,0
var_5,4941,12161,0
var_5,4399,16353,1
var_5,634,21214,1
var_5,5959,24370,2
var_5,3165,17660,0
var_5,5129,22675,0
var_5,8151,20685,0
var_5,9072,19799,1
var_5,7388,20399,2
var_5,7407,13034,2
var_5,4039,14116,2
var_5,9381,25877,2
var_5,7991,11405,2
var_5,4592,15268,1
var_5,5445,23305,0
var_5,8726,19982,0
var_5,5042,18208,1
var_5,4790,29345,1
var_5,6382,18318,1
var_5,4854,13962,2
var_5,1614,15128,2
var_5,3872,14805,0
var_5,2301,14087,1
var_5,9389,24238,0
var_5,4136,20531,1
var_5,191,22394,0
var_5,4374,19539,0
var_5,9392,28266,0
var_5,9419,13649,1
var_5,7460,24860,0
var_5,7906,21465,0
var_5,3700,24885,1
var_5,6892,23176,1
var_5,1324,13572,0
var_5,2658,29064,0
var_5,8783,25881,0
var_5,5533,25524,2
var_5,5329,17302,1
var_5,6194,19160,1
var_5,453,24753,1
var_5,7267,27817,0
var_5,6937,20809,2
var_5,1504,15275,1
var_5,1152,17847,1
var_5,6963,26645,0
var_5,3244,24784,1
var_5,4599,27313,2
var_5,9072,29916,0
var_5,1520,23981,2
var_5,9888,13619,2
var_5,7995,10353,2
var_5,6830,18383,2
var_5,3111,24636,1
var_5,1283,21607,1
var_5,4593,20404,0
var_5,9776,21666,1
var_5,7425,14498,2
var_5,2989,20592,1
var_5,67,22631,1
var_5,5370,20564,2
var_5,985,11201,1
var_5,9196,20912,0
var_5,245,21345,0
var_5,5122,12540,1
var_5,743,23994,0
var_5,3873,27817,0
var_5,3320,29541,1
var_5,3506,27648,2
var_5,4388,27916,1
var_5,7354,16514,1
var_5,1880,25384,0
var_5,1506,22682,0
var_5,8469,10422,2
var_5,7768,13264,0
var_5,2406,20233,0
var_5,4973,20997,2
var_5,5713,25664,1
var_5,9689,23603,1
var_5,7603,10206,2
var_5,5189,21551,2
var_5,3645,13365,0
var_5,3566,27088,0
var_5,6008,25095,0
var_5,1964,29771,1
var_5,1307,22188,2
var_5,4078,10197,0
var_5,407,19651,1
var_5,5735,22113,1
var_5,4992,17534,0
var_5,1534,18206,0
var_5,2209,15307,2
var_5,2898,11967,0
var_5,9322,10896,0
var_5,1815,25824,0
var_5,9081,20936,1
var_5,5124,11821,1
var_5,9769,21957,2
var_5,4047,17415,1
var_5,8244,18247,0
var_5,558,23374,0
var_5,1869,27153,1
var_5,4206,25943,1
var_5,1725,22975,2
var_5,4340,24812,2
var_5,4049,16655,2
var_5,7930,28764,0
var_5,2084,21043,1
var_5,5990,17014,1
var_5,8082,25281,1
var_5,8936,28994,0
var_5,7198,16521,1
var_5,8416,11585,1
var_5,4649,10974,1
var_5,2542,28287,0
var_5,8517,14014,1
var_5,9690,23308,0
var_5,4205,21168,0
var_5,2022,18076,2
var_5,1085,18942,0
var_5,9556,20429,1
var_5,8078,19582,0
var_5,9588,11828,0
var_5,591,25736,2
var_5,5276,28334,1
var_5,7101,21294,2
var_5,3237,12127,2
var_5,6477,20835,1
var_5,2015,10913,0
var_5,93,12268,2
var_5,5051,15989,0
var_5,4695,20406,0
var_5,8785,16628,0
var_5,9752,24132,2
var_5,7822,23296,1
var_5,4893,16626,0
var_5,178,26911,0
var_5,145,14670,2
var_5,4724,17407,0
var_5,9107,28478,1
var_5,5194,19513,0
var_5,9351,14996,2
var_5,8357,29174,2
var_5,7789,20293,0
var_5,988,29274,2
var_5,7567,12351,0
var_5,2591,22096,2
var_5,6515,23853,1
var_5,868,18962,2
var_5,5801,18816,1
var_5,4163,27609,1
var_5,6749,27019,0
var_5,8964,13625,1
var_5,9094,20606,1
var_5,1388,27216,2
var_5,8436,24294,2
var_5,5499,10652,1
var_5,1632,20332,1
var_5,7934,19485,0
var_5,3150,10620,2
var_5,6438,16807,1
var_5,5671,26602,0
var_5,1477,10558,2
var_5,6955,15829,0
var_5,5718,13614,1
var_5,9516,26117,2
var_5,1464,14728,0
var_5,7645,10523,2
var_5,3069,28698,0
var_5,393,11656,0
var_5,9109,18199,0
var_5,5225,15365,2
var_5,7990,29101,1
var_5,5383,10042,0
var_5,1398,17919,0
var_5,6034,17645,2
var_5,3775,10715,1
var_5,6229,10574,1
var_5,3438,16092,2
var_5,8192,13231,1
var_5,3860,27146,1
var_5,5715,29165,1
var_5,361,25392,0
var_5,5,29236,2
var_5,5845,10480,1
var_5,4264,18991,1
var_5,187,13844,1
var_5,2655,25044,1
var_5,2084,19572,2
var_5,3374,29272,1
var_5,9564,21858,2
var_5,4424,23038,2
var_5,6276,19986,0
var_5,8400,28502,0
var_5,2068,20581,1
var_5,2544,21914,2
var_5,1416,27283,1
var_5,3020,27339,0
var_5,1662,27223,1
var_5,5294,12674,1
var_5,7147,18244,0
var_5,4169,16930,1
var_5,6595,22767,2
var_5,1856,28553,2
var_5,6002,20213,0
var_5,7997,18352,0
var_5,2311,18983,1
var_5,9578,16838,2
var_5,8834,19852,1
var_5,671,28570,1
var_5,9615,20872,1
var_5,1215,10125,2
var_5,1093,19651,1
var_5,885,16797,1
var_5,8921,14446,0
var_5,3243,10231,0
var_5,7227,24386,0
var_5,8188,29681,2
var_5,5292,11042,1
var_5,6302,25186,0
var_5,9485,24874,1
var_5,3354,18559,0
var_5,1315,22707,0
var_5,9847,22323,1
var_5,8947,22266,0
var_5,2662,14341,2
var_5,3944,10704,2
var_5,5859,13367,2
var_5,8831,16609,2
var_5,9613,11090,2
var_5,989,18439,0
var_5,95,14666,1
var_5,5556,18889,1
var_5,6345,17429,1
var_5,7279,15633,1
var_5,5364,22642,1
var_5,3211,15344,1
var_5,2740,23158,1
var_5,2669,26777,2
var_5,331,22505,2
var_5,5532,11212,0
var_5,4640,28449,2
var_5,7874,29726,2
var_5,6739,18021,1
var_5,9796,26144,1
var_5,1752,28834,1
var_5,7142,13599,2
var_5,6958,23251,0
var_5,3068,23391,1
var_5,9291,10249,2
var_5,6925,25493,0
var_5,6375,10415,0
var_5,4610,20739,2
var_5,2516,25994,0
var_5,3862,19001,0
var_5,726,20594,2
var_5,6268,25468,2
var_5,2897,29160,2
var_5,5764,24855,1
var_5,1733,28795,0
var_5,7741,28343,2
var_5,4849,16432,0
var_5,5319,23640,2
var_5,1344,20136,0
var_5,5054,23704,1
var_5,9702,15951,2
var_5,5629,17272,1
var_5,5066,15911,1
var_5,1079,18898,2
var_5,582,17426,2
var_5,9193,22382,0
var_5,7692,20082,2
var_5,5841,14302,0
var_5,6101,14800,2
var_5,8957,15837,1
var_5,2893,14257,1
var_5,6333,12949,2
var_5,3476,20632,2
var_5,8335,22666,1
var_6,8665,18624,2
var_6,6666,16986,2
var_6,1266,22364,0
var_6,2146,29041,2
var_6,8525,10465,1
var_6,4795,20368,2
var_6,1144,16993,1
var_6,8696,20775,0
var_6,8852,17548,0
var_6,2955,11807,1
var_6,6934,23193,2
var_6,2687,17147,0
var_6,5777,18659,2
var_6,1743,19703,2
var_6,5584,22493,2
var_6,719,13721,2
var_6,1989,20262,0
var_6,6253,16342,2
var_6,7211,14954,2
var_6,9629,19483,2
var_6,9344,27425,1
var_6,4628,20715,2
var_6,1280,12491,1
var_6,4774,18848,2
var_6,1610,13343,1
var_6,4827,16773,1
var_6,4705,26695,0
var_6,555,18105,1
var_6,1232,13547,2
var_6,2704,11681,2
var_6,836,29503,0
var_6,9765,14723,1
var_6,3924,11024,1
var_6,2396,13353,0
var_6,266,24461,2
var_6,5157,12062,2
var_6,5677,16605,2
var_6,4802,29037,2
var_6,2098,25862,1
var_6,4751,18771,1
var_6,902,23527,0
var_6,6067,21616,0
var_6,114,20624,1
var_6,3311,27970,2
var_6,4130,20384,0
var_6,7412,29786,0
var_6,8884,10422,1
var_6,4915,15717,0
var_6,7307,22726,0
var_6,190,18653,2
var_6,6873,27164,1
var_6,2937,26364,2
var_6,7428,12870,2
var_6,6344,29346,0
var_6,8183,16456,1
var_6,9059,18092,0
var_6,6992,10986,1
var_6,1903,21478,1
var_6,3938,13474,0
var_6,1486,15839,1
var_6,1836,26669,1
var_6,4451,11713,2
var_6,1626,22061,2
var_6,7190,11846,2
var_6,340,13942,1
var_6,8863,23352,1
var_6,6149,27836,0
var_6,1668,17208,2
var_6,5789,22173,1
var_6,1254,12234,1
var_6,24,27871,0
var_6,6121,12527,0
var_6,6022,23245,1
var_6,6433,27694,0
var_6,6461,11615,0
var_6,4744,20050,2
var_6,1789,27296,2
var_6,7135,19767,0
var_6,3439,15379,1
var_6,3079,10119,0
var_6,9705,29004,2
var_6,5175,29935,0
var_6,2980,16183,0
var_6,4806,12194,0
var_6,4017,27015,1
var_6,1218,28023,2
var_6,4729,17732,1
var_6,438,28563,0
var_6,8419,13280,1
var_6,9909,22810,2
var_6,4652,22686,2
var_6,5383,15168,0
var_6,4925,17310,1
var_6,6161,26069,1
var_6,8298,29759,1
var_6,3098,29608,2
var_6,1742,18758,2
var_6,3162,20100,2
var_6,118,19111,0
var_6,1702,21364,0
var_6,4263,14108,2
var_6,3683,23244,2
var_6,9063,19476,1
var_6,435,21087,2
var_6,5126,21715,1
var_6,5434,11309,1
var_6,9653,23757,0
var_6,8546,29096,1
var_6,413,26356,0
var_6,6040,28885,2
var_6,9093,18671,0
var_6,5277,18572,2
var_6,3557,11647,0
var_6,4671,13544,0
var_6,1337,11793,2
var_6,7091,27915,0
var_6,2425,20312,1
var_6,6516,22803,1
var_6,9184,12293,1
var_6,842,29256,1
var_6,7742,28137,1
var_6,538,24914,2
var_6,2651,13373,2
var_6,8285,19025,0
var_6,4461,19849,1
var_6,6601,23065,2
var_6,1360,20167,0
var_6,776,19533,1
var_6,9469,11195,1
var_6,8608,17158,1
var_6,9051,27042,2
var_6,8991,22792,2
var_6,5892,21179,2
var_6,6483,28268,2
var_6,8704,28112,1
var_6,5076,12649,2
var_6,2237,21553,2
